title;authors;abstract;publication_date;journal_name;doi;pdf_url
A northernmost occurrence record of Shepherd’s beaked whale (Tasmacetus shepherdi) – a molecular identification from Exmouth, Western Australia;['Melissa A. Millar', 'Kelly A. Waples', 'Holly C. Raudino', 'Kym Ottewell'];Shepherd’s beaked whale (Tasmacetus shepherdi) is one of the least known beaked whales. Its distribution has been described as circumpolar, between latitudes 26°S and 50°S in the Southern Hemisphere based on scarce at-sea sightings and strandings. In March 2024, the remains of a cetacean were found in the Jurabi Coastal Park in North West Cape, Western Australia, 21°48′S, 114°06′E. Heavy predation on the carcass did not allow morphological identification. DNA sequencing was used to verify its identity as T. shepherdi, representing a 600km extension to the previous northernmost record for this species.;2025/03/17;Australian Journal of Zoology;10.1071/ZO24033;https://www.publish.csiro.au/zo/pdf/ZO24033
Shedding light on predator detections: evaluating the impact of camera-trap flash type for feral cat monitoring through in-field observations;['Alexandra J. Paton', 'Jessie C. Buettel', 'Barry W. Brook'];White flash camera-traps are avoided in predator monitoring as they are assumed to lower redetection, despite infrared cameras producing lower-quality night images thus limiting the scope for individual identification and, consequently, the accuracy of density estimates. We sought to determine whether flash type impacts the behaviour of cats (Felis catus). We identified different behavioural responses exhibited by photographed cats, and quantitatively assessed relative activity, redetection rates, and the activity of specific individuals using 11,389 images of feral cats from 62 white flash and 62 infrared camera-traps across Tasmania. We found no difference in the relative activity of cats between flash types (odds ratio of 0.90, [null expectation=1], CI=0.55, 1.47), and there was no evidence of a reduction in redetection rate of feral cats following initial detection (odds ratio=0.83, CI=0.47, 1.46). The activity of individuals was similar between white flash (average=0.026, CI=0.021, 0.032), and infrared cameras (average=0.028, CI=0.022, 0.035). White flash cameras appear suitable for monitoring feral cats without resulting in a negative bias, highlighting the need for researchers to critically examine assumptions regarding best methodology.;2024/09/13;Australian Journal of Zoology;10.1071/ZO24005;https://www.publish.csiro.au/zo/pdf/ZO24005
Determination of population age structure from the survivorship of individuals of unknown ages in unicorns and platypuses;['J. W. Macgregor', 'P. A. Fleming', 'O. Wade', 'R. Donaldson', 'K. S. Warren'];Population age structure is an important parameter for wildlife population modelling. However, for many species it is not possible to accurately assess the age of adult individuals. We present a hypothetical example to illustrate a previously described method of determining population age structure from the survivorship of individuals of unknown ages that to our knowledge is unused in the fields of zoology and ecology. We then apply this method to data collected over 10years for a population of wild platypuses (Ornithorhynchus anatinus), a species whose adult individuals cannot be accurately aged and for which only limited data on life history characteristics are available. Our results show a lower mortality rate over the first years of life of platypuses than the one previous study available for comparison, and suggested a Type I or Type III survivorship curve.;2025/03/28;Australian Journal of Zoology;10.1071/ZO24027;https://www.publish.csiro.au/zo/pdf/ZO24027
Spatial mosaics of small animal communities across habitat and vegetation cover in semiarid Australia;['Shirley S. Chia', 'Keith Leggett', 'Lisa E. Schwanz'];The fluctuating environment of arid lands drives spatial and temporal variation in resource availability and habitat suitability for animals. Patches of vegetative growth may create refuges that allow populations to persist when resources are scarce. Yet the links between fine-scale spatial variation and animal abundance are not well known. Here, we examine whether spatial variation in habitat and microhabitat create spatial mosaics in animal abundance. We surveyed ground-dwelling vertebrates and invertebrates in two adjacent habitats in semiarid Australia (cracking clay floodplains and rocky gibber), and across variation in microhabitat (vegetation cover). There was considerable variation in vegetation cover, creating fine-scale spatial mosaics of microhabitats. However, animal community composition did not vary significantly across the two main habitats. At the microhabitat level, numbers of spiders and reptiles were positively associated with woody vegetation cover. Vegetation cover did not significantly impact other taxonomic groups or overall community composition. The results show that response to microhabitats by animal populations is taxon-specific. Woody shrubs may provide a more reliable or more detectable microhabitat refuge compared to grasses for particular taxa. Informed wildlife conservation in arid lands requires investigating taxon-specific habitat and microhabitat associations, as well as the scale and persistence of these associations.;2024/12/11;Australian Journal of Zoology;10.1071/ZO24023;https://www.publish.csiro.au/zo/pdf/ZO24023
Pedipalp anatomy of the Australian black rock scorpion, Urodacus manicatus, with implications for functional morphology;['Russell D. C. Bicknell', 'Gregory D. Edgecombe', 'Christopher H. R. Goatley', 'Glen Charlton', 'John R. Paterson'];"Pedipalps – chelate ‘pincers’ as the second pair of prosomal appendages – are a striking feature of scorpions and are employed in varied biological functions. Despite the distinctive morphology and ecological importance of these appendages, their anatomy remains underexplored. To rectify this, we examined the pedipalps of the Australian black rock scorpion, Urodacus manicatus, using a multifaceted approach consisting of microcomputed tomography, scanning electron microscopy, energy dispersive X-ray spectroscopy, and live pinch force measurements. In doing so, we document the following aspects of the pedipalps: (1) the musculature in three dimensions; (2) the cuticular microstructure, focusing on the chelae (tibial and tarsal podomeres); (3) the elemental construction of the chelae teeth; and (4) the chelae pinch force. We recognise 25 muscle groups in U. manicatus pedipalps, substantially more than previously documented in scorpions. The cuticular microstructure – endo-, meso-, and exocuticle – of U. manicatus pedipalps is shown to be similar to other scorpions and that mesocuticle reinforces the chelae for predation and burrowing. Elemental mapping of the chelae teeth highlights enrichment in calcium, chlorine, nickel, phosphorus, potassium, sodium, vanadium, and zinc, with a marked lack of carbon. These elements reinforce the teeth, increasing robustness to better enable prey capture and incapacitation. Finally, the pinch force data demonstrate that U. manicatus can exert high pinch forces (4.1N), further highlighting the application of chelae in subduing prey, as opposed to holding prey for envenomation. We demonstrate that U. manicatus has an array of adaptions for functioning as a sit-and-wait predator that primarily uses highly reinforced chelae to process prey.";2024/05/13;Australian Journal of Zoology;10.1071/ZO23044;https://www.publish.csiro.au/zo/pdf/ZO23044
An assessment of dingo ancestry in camp dogs in Western Australia;['T. L. Kreplins', 'D. Stephens', 'N. Laing', 'C. Oskam'];Hybridisation between Australian dingoes and domestic dogs is a controversial area of interest and research. An ongoing canine sterilisation programme in rural and remote Western Australia provided an opportunity to assess the dingo ancestry of camp dogs and opportunities for hybridisation. Blood samples were collected from 345 individual community dogs at 21 locations. Dogs were screened using 23 microsatellite loci and ancestry percentage assigned using an iterative Bayesian assignment algorithm. A single individual was a dingo, 96% were domestic dogs and 3.5% were hybrids. Camp dog and dingo hybridisation in these areas is of little concern in terms of conserving dingo purity.;2024/09/10;Australian Journal of Zoology;10.1071/ZO24008;https://www.publish.csiro.au/zo/pdf/ZO24008
The reliability of latex weak links on radio collars used to track eastern grey kangaroos (Macropus giganteus);['Tian Chen', 'Naomi Davis', 'Pam Whiteley', 'Lee F. Skerratt', 'Charles El-Hage', 'Jasmin Hufschmid'];"Telemetry neck collars are commonly used to collect spatial data on free ranging animals. Two major challenges in application are entanglement prevention and retrieval of the collars after the study. Weak links made of a degradable material that breaks down while deployed on the animal are a potential solution to reduce entanglement and prevent the need to capture or sedate animals for retrieval. However, weak links can perform inconsistently depending on an animal’s behaviour and environmental factors such as heat and humidity. A study of disease in eastern grey kangaroos (Macropus giganteus) in Victoria, Australia, provided an opportunity to test the performance of 35 radio collars fitted with a latex weak link between May and July 2022. At the conclusion of the study, 20 collars were manually removed from euthanised animals, and 15 detached in the field; all of these broke at the weak link. Of the 15 detached collars, 10 dropped from live animals due to degradation between 106 and 208days (mean = 147 days) after deployment, four kangaroos were found dead and their collars were retrieved nearby and one dropped immediately after attachment. The performance of the device in this study demonstrates the utility of weak links as a cheap and simple remote detachment tool to prevent entanglement and achieve remote detachment of neck collars during animal tracking studies.";2025/02/21;Australian Journal of Zoology;10.1071/ZO24018;https://www.publish.csiro.au/zo/pdf/ZO24018
Population differentiation in the white-fronted chat (Epthianura albifrons) at a continental scale: implications for dispersal, biogeography and conservation;['Richard E. Major', 'Georgina M. Schlub', 'Rebecca N. Johnson', 'Andrew G. King', 'Gretel S. Major'];The capacity for dispersal is an important determinant of a species’ resilience to decline from the serial extinction of local populations. Dispersal of animals can be difficult to measure directly but population genetics provides a powerful tool for identifying dispersal limits. This study used microsatellite markers to investigate population structuring of the white-fronted chat (Epthianura albifrons) across its geographic range. Because the species is threatened in the north-eastern part of its range, the primary aim was to identify barriers limiting dispersal. Isolation by distance was not apparent across the 3000km mainland range but populations on three oceanic islands, and two mainland sites surrounded by urbanisation, were genetically distinct from each other and the other mainland sites. The small populations that were surrounded by urbanised land had significantly lower genetic diversity (allelic diversity and heterozygosity) than the other mainland populations, with the oceanic island populations showing intermediate levels of diversity. These results suggest that although being a partially nomadic species, which facilitates its dispersal over continuous habitat, the species does not have the flight capacity of some other small passerines and is sensitive to habitat discontinuity. Populations inhabiting small areas of coastal saltmarsh in areas with large human populations are likely to face increasing threat levels.;2025/03/07;Australian Journal of Zoology;10.1071/ZO24037;https://www.publish.csiro.au/zo/pdf/ZO24037
Population structure, growth and reproduction in two species of Tympanocryptis (Agamidae);['Lyn Nelson', 'Paul D. Cooper'];Two threatened species of Tympanocryptis (T. lineata and T. osbornei) (the grassland earless dragon clade) are compared for population structure, growth and reproduction from sites around the Australian Capital Territory (ACT) and near Cooma in New South Wales (NSW). Both species showed similar proportions of adults, intermediates and juveniles, as well as similar proportions of adult males and females. Growth patterns had a rapid increase in snout–vent length (SVL) in juveniles. Predicted adult SVL was the same in both species, and females in both species had greater SVL than males. In one year, the appearance of juveniles in the populations was later in T. osbornei than in T. lineata, but that may have been a result of cooler temperatures in the austral summer. Body condition was slightly better in adults of T. osbornei than T. lineata as the former were heavier and shorter. Longevity in the field was similar for both species, being slightly greater than two years, but reproduction may have occurred only once during their lifetime. Colouration associated with reproduction appeared to be the same for both species. Future work can use this information to determine how populations of Tympanocryptis sp. vary in response to environmental changes.;2025/05/01;Australian Journal of Zoology;10.1071/ZO24034;https://www.publish.csiro.au/zo/pdf/ZO24034
Movements and habitat use of painted button-quail, Turnix varius, in tropical savanna of northern Queensland;['Patrick T. D. Webster', 'N. P. Leseberg', 'S. A. Murphy', 'J. E. M. Watson'];"Despite painted button-quail, Turnix varius, being one of Australia’s most common and widespread button-quail, knowledge of the species’ habitat use and movements is poor, and largely based on incidental observations. We GPS tracked eight painted button-quail individuals near Mareeba in northern Queensland during both dry (May to June 2020) and wet (January to February 2021) seasons. We found no evidence of nomadic or migratory movements; individuals occupied small home ranges (1.38–10.3ha) and the species was present year-round. Differences in home-range size were detected between sexes and between seasons, likely reflecting the species’ polyandrous mating system. In both wet and dry seasons, painted button-quail occupied open savanna with a groundcover of native perennial tussock grasses. The home ranges of all tracked birds were associated mostly with ridges and slopes, although some use of alluvial flats was observed. The presence of perennial tussock grasses was consistent across the areas used by tracked individuals. In contrast to anecdotal reports, painted button-quail utilised areas with open groundcover (as low as 5% groundcover vegetation) as well as areas of dense cover (95% groundcover vegetation). Given that this is the first GPS-based movement study of any button-quail species, our findings provide potentially important insights into the daily and annual movements of this cryptic genus.";2024/06/27;Australian Journal of Zoology;10.1071/ZO23039;https://www.publish.csiro.au/zo/pdf/ZO23039
Navigating phylogenetic conflict and evolutionary inference in plants with target-capture data;['E. M. Joyce', 'A. N. Schmidt-Lebuhn', 'H. K. Orel', 'F. J. Nge', 'B. M. Anderson', 'T. A. Hammer', 'T. G. B. McLay'];Target capture has rapidly become a preferred approach for plant systematic and evolutionary research, marking a step change in the generation of data for phylogenetic inference. Although this advancement has facilitated the resolution of many relationships, phylogenetic conflict continues to be reported and is often attributed to genome duplication, reticulation, incomplete lineage sorting or rapid speciation – common processes in plant evolution. The proliferation of methods for analysing target-capture data in the presence of these processes can be overwhelming for many researchers, especially students. In this review, we break down the causes of conflict and guide researchers through a target-capture bioinformatic workflow, with a particular focus on robust phylogenetic inference in the presence of conflict. Through the workflow, we highlight key considerations for reducing artefactual conflict, managing paralogs and assessing conflict, and discuss current methods for investigating causes of conflict. Although we draw from examples in the Australian flora, this review is broadly relevant for any researcher working with target-capture data. We conclude that conflict is often inherent in plant phylogenomic datasets, and, although further methodological development is needed, when conflict is carefully investigated, target-capture data can provide unprecedented insight into the extraordinary evolutionary histories of plants.;2025/05/07;Australian Systematic Botany;10.1071/SB24011;https://www.publish.csiro.au/sb/pdf/SB24011
The Genomics for Australian Plants (GAP) framework initiative – developing genomic resources for understanding the evolution and conservation of the Australian flora;['Lalita Simpson', 'David J. Cantrill', 'Margaret Byrne', 'Theodore R. Allnutt', 'Graham J. King', 'Mabel Lum', 'Ziad Al Bkhetan', 'Rose L. Andrew', 'William J. Baker', 'Matthew D. Barrett', 'Jacqueline Batley', 'Oliver Berry', 'Rachel M. Binks', 'Jason Bragg', 'Linda Broadhurst', 'Gillian Brown', 'Jeremy J. Bruhl', 'Richard J. Edwards', 'Scott Ferguson', 'Félix Forest', 'Johan Gustafsson', 'Timothy A. Hammer', 'Gareth D. Holmes', 'Christopher J. Jackson', 'Elizabeth A. James', 'Ashley Jones', 'Paul J. Kersey', 'Ilia J. Leitch', 'Olivier Maurin', 'Todd G. B. McLay', 'Daniel J. Murphy', 'Katharina Nargar', 'Lars Nauheimer', 'Hervé Sauquet', 'Alexander N. Schmidt-Lebuhn', 'Kelly A. Shepherd', 'Anna E. Syme', 'Michelle Waycott', 'Trevor C. Wilson', 'Darren M. Crayn'];"The generation and analysis of genome-scale data – genomics – is driving a rapid increase in plant biodiversity knowledge. However, the speed and complexity of technological advance in genomics presents challenges for the widescale use of genomics in evolutionary and conservation biology. We introduce and describe a national-scale collaboration conceived to build genomic resources and capability for understanding the Australian flora: the Genomics for Australian Plants (GAP) Framework Initiative. We outline (a) the history of the project including the collaborative framework, partners and funding; (b) GAP principles such as rigour in design, sample verification and documentation, data management and data accessibility; and (c) the structure of the consortium and the four associated activity streams (reference genomes, phylogenomics, conservation genomics and training), with the rationale and aims for each of these. We show, through discussion of successes and challenges, the value of this multi-institutional consortium approach and the enablers, such as well-curated collections and national collaborative research infrastructure, all of which have led to a substantial increase in capacity and delivery of biodiversity knowledge outcomes.";2025/05/07;Australian Systematic Botany;10.1071/SB24022;https://www.publish.csiro.au/sb/pdf/SB24022
Morphological and molecular evidence for major re-circumscriptions in and eight new species of Melichrus R.Br. (Ericaceae subfam. Epacridoideae) in eastern Australia;['Helen T. Kennedy', 'Ian R. H. Telford', 'Darren Crayn', 'Jeremy J. Bruhl', 'Rose L. Andrew'];The genus Melichrus R.Br. has received very little taxonomic attention and treatments have largely disagreed on species delimitation. The eastern Australian clade of Melichrus was last revised in 1958. Over 60years later we present new, in-depth evidence for species delimitation. A morphological dataset (90 individuals from 68 populations, scored for 26 characters) was analysed using NMDS ordination with Bayesian Inference cluster modelling (mclust) and UPGMA hierarchical clustering to detect morphological discontinuities in the genus that may indicate species boundaries. Discontinuities in the morphological analyses were compared with those apparent in clustering (principal component analysis, SplitsTree Neighbour-Net, STRUCTURE and conStruct) and statistical analyses (HE, HO, FIS and FST) of a DArTseq SNP dataset of 548 samples from 110 populations of Melichrus. These new lines of evidence form the basis of detailed recommendations for a revised species taxonomy of Melichrus including the description of eight new species, recircumscription of previously described species and the correction of a longstanding nomenclatural misapplication.;2025/04/16;Australian Systematic Botany;10.1071/SB24031;https://www.publish.csiro.au/sb/pdf/SB24031
The Dicranemataceae (Gigartinales, Rhodophyta) revisited: molecular data indicate polyphyly in yet another wholly or primarily Australian endemic family;['Gerald T. Kraft', 'Gary W. Saunders'];The Dicranemataceae was monographed morphotaxonomically by Kraft in 1977, to which the four genera Dicranema Sond., Peltasta J.Agardh., Reptataxis Kraft and Tylotus J.Agardh were attributed. All, save for a species of Tylotus J.Agardh (from east Asia), were endemic to Australia. Additions (in 2006 and 2014 respectively) were the genus Pinnatiphycus N’Yeurt, Payri & P.W.Gabrielson from New Caledonia and Fiji and a new species of Tylotus from Hawaii. General features emphasised by Kraft were similarities of apical and internal structure, zonate tetrasporangia, monoecious gametophytes and placentate cystocarps. The genera did not show uniformity in regard to thallus habits and especially carposporophytes, however, the major differences of which were not accorded any family-level significance. Two later studies, N’Yeurt et al. in 2006 and Kraft et al. in 2014, presented limited molecular data but did not treat the family as a whole or fully resolve relationships between all of the taxa, leaving Kraft’s assumption that the family was monophyletic unchallenged. We address all of the genera, both anatomically and molecularly, and support proposal of two new families, the Peltastaceae and Tylotaceae, in addition to a monogeneric Dicranemataceae. A new genus and species of Peltastaceae, Peltastanomala virantra G.W.Saunders & Kraft, has unique axial and spermatangial anatomies and an unexpected family association with Peltasta. Two additional new genera and species (Chambersius thyrsus G.W.Saunders & Kraft and Huismanophycus marinus G.W.Saunders & Kraft) are even more dissimilar to Peltasta in habit and structure but weakly allied to the Peltastaceae on molecular evidence. Both are therefore regarded as incertae sedis.;2025/03/20;Australian Systematic Botany;10.1071/SB24030;https://www.publish.csiro.au/sb/pdf/SB24030
